Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave_3,ave_5
"Frequency, Risk Factors and Survival Associated with an Intrasubsegmental Recurrence after Radiofrequency Ablation for Hepatocellular Carcinoma","Tateishi, Ryosuke; Shiina, Shuichiro; Akahane, Masaaki; Sato, Jiro; Kondo, Yuji; Masuzaki, Ryota; Nakagawa, Hayato; Asaoka, Yoshinari; Goto, Tadashi; Otomo, Kuni; Omata, Masao; Yoshida, Haruhiko; Koike, Kazuhiko",PLOS ONE,APR 12 2013,2013,8,4,,,e59040,10.1371/journal.pone.0059040,28,2.55,0,0,0,0,2,3,4,3,6,3,3,1,0,3,0,3,3.6
AKT Activation and Telomerase Reverse Transcriptase Expression Are Concurrently Associated with Prognosis of Gastric Cancer,"Sasaki, Takamitsu; Kuniyasu, Hiroki; Luo, Yi; Kitayoshi, Misaho; Tanabe, Eriko; Kato, Daisuke; Shinya, Satoshi; Fujii, Kiyomu; Ohmori, Hitoshi; Yamashita, Yuichi",PATHOBIOLOGY,2013,2013,81,1,36,41,,10.1159/000351721,28,2.55,0,0,0,0,0,2,7,5,4,0,4,1,0,5,0,3,3.6
External validation of an online nomogram in patients undergoing radical nephroureterectomy for upper urinary tract urothelial carcinoma,"Ku, J. H.; Moon, K. C.; Jung, J. H.; Jeong, S. H.; Kwak, C.; Kim, H. H.",BRITISH JOURNAL OF CANCER,SEP 3 2013,2013,109,5,1130,1136,,10.1038/bjc.2013.462,27,2.45,0,0,0,0,0,3,3,4,2,3,2,3,3,4,0,2,2.4
An extremely rare case of small-cell lung cancer harboring variant 2 of the EML4-ALK fusion gene,"Toyokawa, Gouji; Takenoyama, Mitsuhiro; Taguchi, Kenichi; Toyozawa, Ryo; Inamasu, Eiko; Kojo, Miyako; Shiraishi, Yoshimasa; Morodomi, Yosuke; Takenaka, Tomoyoshi; Hirai, Fumihiko; Yamaguchi, Masafumi; Seto, Takashi; Shimokawa, Mototsugu; Ichinose, Yukito",LUNG CANCER,13-Sep,2013,81,3,487,490,,10.1016/j.lungcan.2013.05.022,27,2.45,0,0,0,0,0,3,1,9,1,5,1,4,2,1,0,1.333333333,2.8
Boron deprivation immediately causes cell death in growing roots of Arabidopsis thaliana (L.) Heynh.,"Oiwa, Yuki; Kitayama, Kahori; Kobayashi, Masaru; Matoh, Toru",SOIL SCIENCE AND PLANT NUTRITION,AUG 1 2013,2013,59,4,621,627,,10.1080/00380768.2013.813382,27,2.45,0,0,0,0,0,3,1,5,3,3,2,2,3,5,0,1.333333333,2.4
Acquisition of LURE-Binding Activity at the Pollen Tube Tip of Torenia fournieri,"Okuda, Satohiro; Suzuki, Takamasa; Kanaoka, Masahiro M.; Mori, Hitoshi; Sasaki, Narie; Higashiyama, Tetsuya",MOLECULAR PLANT,13-Jul,2013,6,4,1074,1090,,10.1093/mp/sst050,27,2.45,0,0,0,0,4,5,4,2,3,3,2,1,1,2,0,4.333333333,3.6
Common Evolutionary Origin for the Rotor Domain of Rotary Atpases and Flagellar Protein Export Apparatus,"Kishikawa, Jun-ichi; Ibuki, Tatsuya; Nakamura, Shuichi; Nakanishi, Astuko; Minamino, Tohru; Miyata, Tomoko; Namba, Keiichi; Konno, Hiroki; Ueno, Hiroshi; Imada, Katsumi; Yokoyama, Ken",PLOS ONE,MAY 28 2013,2013,8,5,,,e64695,10.1371/journal.pone.0064695,27,2.45,0,0,0,0,0,7,4,6,1,1,2,3,2,1,0,3.666666667,3.6
Bile Acid Malabsorption Deactivates Pregnane X Receptor in Patients with Crohn's Disease,"Iwamoto, Junichi; Saito, Yoshifumi; Honda, Akira; Miyazaki, Teruo; Ikegami, Tadashi; Matsuzaki, Yasushi",INFLAMMATORY BOWEL DISEASES,13-May,2013,19,6,1278,1284,,10.1097/MIB.0b013e318281f423,27,2.45,0,0,0,0,0,2,4,3,3,2,2,5,4,2,0,2,2.4
"Zerumbone, an electrophilic sesquiterpene, induces cellular proteo-stress leading to activation of ubiquitin-proteasome system and autophagy","Ohnishi, Kohta; Nakahata, Erina; Irie, Kazuhiro; Murakami, Akira",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,JAN 11 2013,2013,430,2,616,622,,10.1016/j.bbrc.2012.11.104,27,2.45,0,0,0,0,2,6,5,2,3,2,2,3,1,1,0,4.333333333,3.6
International Consensus Diagnostic Criteria for Autoimmune Pancreatitis and Its Japanese Amendment Have Improved Diagnostic Ability over Existing Criteria,"Maruyama, Masahiro; Watanabe, Takayuki; Kanai, Keita; Oguchi, Takaya; Muraki, Takashi; Hamano, Hideaki; Arakura, Norikazu; Kawa, Shigeyuki",GASTROENTEROLOGY RESEARCH AND PRACTICE,2013,2013,2013,,,,456965,10.1155/2013/456965,27,2.45,0,0,0,0,0,2,4,8,5,0,1,1,5,1,0,2,3.8
Tropomyosin receptor kinases B and C are tumor progressive and metastatic marker in colorectal carcinoma,"Sasahira, Tomonori; Ueda, Nobuhiro; Kurihara, Miyako; Matsushima, Sayako; Ohmori, Hitoshi; Fuji, Kiyomu; Bhawal, Ujjal K.; Yamamoto, Kazuhiko; Kirita, Tadaaki; Kuniyasu, Hiroki",HUMAN PATHOLOGY,13-Jun,2013,44,6,1098,1106,,10.1016/j.humpath.2012.09.016,26,2.36,0,0,0,0,2,3,3,7,4,2,0,3,0,2,0,2.666666667,3.8
The Pseudomonas syringae pv. tomato Type III Effector HopM1 Suppresses Arabidopsis Defenses Independent of Suppressing Salicylic Acid Signaling and of Targeting AtMIN7,"Gangadharan, Anju; Sreerekha, Mysore-Venkatarau; Whitehill, Justin; Ham, Jong Hyun; Mackey, David",PLOS ONE,DEC 6 2013,2013,8,12,,,e82032,10.1371/journal.pone.0082032,25,2.27,0,0,0,0,0,4,2,8,2,6,1,0,1,1,0,2,3.2
Mutations in the CCD4 Carotenoid Cleavage Dioxygenase Gene of Yellow-Flesh Peaches,"Fukamatsu, Yosuke; Tamura, Takayuki; Hihara, Seisuke; Oda, Kenji",BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,13-Dec,2013,77,12,2514,2516,,10.1271/bbb.130626,25,2.27,0,0,0,0,0,1,2,3,2,1,5,3,2,6,0,1,1.6
IL-27 Enhances the Expression of TRAIL and TLR3 in Human Melanomas and Inhibits Their Tumor Growth in Cooperation with a TLR3 Agonist Poly(I:C) Partly in a TRAIL-Dependent Manner,"Chiba, Yukino; Mizoguchi, Izuru; Mitobe, Kana; Higuchi, Kaname; Nagai, Hiroshi; Nishigori, Chikako; Mizuguchi, Junichiro; Yoshimoto, Takayuki",PLOS ONE,OCT 14 2013,2013,8,10,,,e76159,10.1371/journal.pone.0076159,25,2.27,0,0,0,0,0,2,6,2,5,3,3,1,1,2,0,2.666666667,3
Bevacizumab use and risk of cardiovascular adverse events among elderly patients with colorectal cancer receiving chemotherapy: a population-based study,"Tsai, H. -T.; Marshall, J. L.; Weiss, S. R.; Huang, C. -Y.; Warren, J. L.; Freedman, A. N.; Fu, A. Z.; Sansbury, L. B.; Potosky, A. L.",ANNALS OF ONCOLOGY,13-Jun,2013,24,6,1574,1579,,10.1093/annonc/mdt019,25,2.27,0,0,0,0,2,5,6,2,2,2,3,1,2,0,0,4.333333333,3.4
Genome-wide analysis of DNA methylation in tongue squamous cell carcinoma,"Zhang, Sheng; Feng, Xiang-Ling; Shi, Lei; Gong, Chao-Jian; He, Zhi-Jing; Wu, Han-Jiang; Ling, Tian-You",ONCOLOGY REPORTS,13-May,2013,29,5,1819,1826,,10.3892/or.2013.2309,25,2.27,0,0,0,0,0,2,4,3,3,2,1,6,1,3,0,2,2.4
Exploring inequalities in access to care and the provision of choice to women seeking breast reconstruction surgery: a qualitative study,"Potter, S.; Mills, N.; Cawthorn, S.; Wilson, S.; Blazeby, J.",BRITISH JOURNAL OF CANCER,SEP 3 2013,2013,109,5,1181,1191,,10.1038/bjc.2013.461,24,2.18,0,0,0,0,0,2,3,1,7,1,4,3,3,0,0,1.666666667,2.6
Effects of peroxisome proliferator-activated receptor- activation in endothelin-dependent hypertension,"Jose Zarzuelo, Maria; Gomez-Guzman, Manuel; Jimenez, Rosario; Maria Quintela, Ana; Romero, Miguel; Sanchez, Manuel; Zarzuelo, Antonio; Tamargo, Juan; Perez-Vizcaino, Francisco; Duarte, Juan",CARDIOVASCULAR RESEARCH,SEP 1 2013,2013,99,4,622,631,,10.1093/cvr/cvt152,24,2.18,0,0,0,0,0,3,4,6,3,3,2,1,0,2,0,2.333333333,3.2
Fasting serum concentration of apolipoprotein B48 represents residual risks in patients with new-onset and chronic coronary artery disease,"Mori, Kenta; Ishida, Tatsuro; Yasuda, Tomoyuki; Monguchi, Tomoko; Sasaki, Maki; Kondo, Kensuke; Hasokawa, Minoru; Nakajima, Hideto; Haraguchi, Yoko; Sun, Li; Shinohara, Masakazu; Toh, Ryuji; Nishimura, Kunihiro; Hirata, Ken-ichi",CLINICA CHIMICA ACTA,JUN 5 2013,2013,421,,51,56,,10.1016/j.cca.2013.02.005,24,2.18,0,0,0,0,0,2,2,3,6,3,3,2,0,3,0,1.333333333,2.6
Regional circadian period difference in the suprachiasmatic nucleus of the mammalian circadian center,"Koinuma, Satoshi; Asakawa, Takeshi; Nagano, Mamoru; Furukawa, Keiichi; Sujino, Mitsugu; Masumoto, Koh-Hei; Nakajima, Yoshihiro; Hashimoto, Seiichi; Yagita, Kazuhiro; Shigeyoshi, Yasufumi",EUROPEAN JOURNAL OF NEUROSCIENCE,13-Sep,2013,38,6,2832,2841,,10.1111/ejn.12308,23,2.09,0,0,0,0,0,3,1,5,6,3,1,1,2,1,0,1.333333333,3
Chronic kidney disease is associated with neovascularization and intraplaque hemorrhage in coronary atherosclerosis in elders: results from the Hisayama Study,"Nakano, Toshiaki; Ninomiya, Toshiharu; Sumiyoshi, Shinji; Onimaru, Mitsuho; Fujii, Hiroshi; Itabe, Hiroyuki; Nakashima, Yutaka; Sueishi, Katsuo; Tsuruya, Kazuhiko; Oda, Yoshinao; Kitazono, Takanari; Kiyohara, Yutaka",KIDNEY INTERNATIONAL,13-Aug,2013,84,2,373,380,,10.1038/ki.2013.111,23,2.09,0,0,0,0,0,2,3,3,1,5,4,2,2,1,0,1.666666667,1.8
Clinical significance of the frequency of regulatory T cells in regional lymph node lymphocytes as a prognostic factor for non-small-cell lung cancer,"Hanagiri, Takeshi; Shigematsu, Yoshiki; Shinohara, Shinji; Takenaka, Masaru; Oka, Sohich; Chikaishi, Yasuhiro; Nagata, Yoshika; Iwata, Teruo; Uramoto, Hidetaka; So, Tomoko; Tanaka, Fumihiro",LUNG CANCER,13-Sep,2013,81,3,475,479,,10.1016/j.lungcan.2013.07.001,22,2,0,0,0,0,0,2,3,5,5,1,3,2,0,1,0,1.666666667,3
Successful implantation after reducing matrix metalloproteinase activity in the uterine cavity,"Yoshii, Noriko; Hamatani, Toshio; Inagaki, Noboru; Hosaka, Takeshi; Inoue, Osamu; Yamada, Mitsutoshi; Machiya, Rei; Yoshimura, Yasunori; Odawara, Yasushi",REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,MAY 11 2013,2013,11,,,,37,10.1186/1477-7827-11-37,22,2,0,0,0,0,1,5,1,0,1,3,1,7,2,1,0,2.333333333,1.6
Protumoral roles of melanoma inhibitory activity 2 in oral squamous cell carcinoma,"Kurihara, M.; Kirita, T.; Sasahira, T.; Ohmori, H.; Matsushima, S.; Yamamoto, K.; Bosserhoff, A. K.; Kuniyasu, H.",BRITISH JOURNAL OF CANCER,APR 16 2013,2013,108,7,1460,1469,,10.1038/bjc.2013.27,22,2,0,0,0,0,0,2,1,4,3,7,1,1,2,1,0,1,2
Diclofenac enhances proinflammatory cytokine-induced phagocytosis of cultured microglia via nitric oxide production,"Kakita, Hiroki; Aoyama, Mineyoshi; Nagaya, Yoshiaki; Asai, Hayato; Hussein, Mohamed Hamed; Suzuki, Mieko; Kato, Shin; Saitoh, Shinji; Asai, Kiyofumi",TOXICOLOGY AND APPLIED PHARMACOLOGY,APR 15 2013,2013,268,2,99,105,,10.1016/j.taap.2013.01.024,22,2,0,0,0,0,2,3,0,0,3,2,4,2,5,1,0,1.666666667,1.6
Apoptosis through Bcl-2/Bax and Cleaved Caspase Up-Regulation in Melanoma Treated by Boron Neutron Capture Therapy,"Faiao-Flores, Fernanda; Pinto Coelho, Paulo Rogerio; Toledo Arruda-Neto, Joao Dias; Maria-Engler, Silvya Stuchi; Tiago, Manoela; Capelozzi, Vera Luiza; Giorgi, Ricardo Rodrigues; Maria, Durvanei Augusto",PLOS ONE,MAR 20 2013,2013,8,3,,,e59639,10.1371/journal.pone.0059639,22,2,0,0,0,0,0,1,6,2,2,0,5,3,1,2,0,2.333333333,2.2
Effects of DNA methyltransferase inhibitors (DNMTIs) on MDS-derived cell lines,"Tsujioka, Takayuki; Yokoi, Akira; Uesugi, Mai; Kishimoto, Mitsuyo; Tochigi, Aki; Suemori, Sinichiro; Tohyama, Yumi; Tohyama, Kaoru",EXPERIMENTAL HEMATOLOGY,13-Feb,2013,41,2,189,197,,10.1016/j.exphem.2012.10.006,22,2,0,0,0,0,1,2,3,1,3,2,2,1,3,3,1,2,2
The Influence of a Single Nucleotide Polymorphism within CNDP1 on Susceptibility to Diabetic Nephropathy in Japanese Women with Type 2 Diabetes,"Kurashige, Mahiro; Imamura, Minako; Araki, Shin-ichi; Suzuki, Daisuke; Babazono, Tetsuya; Uzu, Takashi; Umezono, Tomoya; Toyoda, Masao; Kawai, Koichi; Imanishi, Masahito; Hanaoka, Kazushige; Maegawa, Hiroshi; Uchigata, Yasuko; Hosoya, Tatsuo; Maeda, Shiro",PLOS ONE,JAN 16 2013,2013,8,1,,,e54064,10.1371/journal.pone.0054064,22,2,0,0,0,0,2,0,1,2,4,1,3,6,1,2,0,1,1.8
"Molecular diagnostics for the detection of Bokeloh bat lyssavirus in a bat from Bavaria, Germany","Freuling, Conrad M.; Abendroth, Bjoern; Beer, Martin; Fischer, Melina; Hanke, Dennis; Hoffmann, Bernd; Hoeper, Dirk; Just, Frank; Mettenleiter, Thomas C.; Schatz, Juliane; Mueller, Thomas",VIRUS RESEARCH,NOV 6 2013,2013,177,2,201,204,,10.1016/j.virusres.2013.07.021,21,1.91,0,0,0,0,0,9,0,2,3,2,1,1,2,1,0,3,2.8
"Direct renin inhibitor, aliskiren, attenuates the progression of non-alcoholic steatohepatitis in the rat model","Aihara, Yosuke; Yoshiji, Hitoshi; Noguchi, Ryuichi; Kaji, Kosuke; Namisaki, Tadashi; Shirai, Yusaku; Douhara, Akitoshi; Moriya, Kei; Kawaratani, Hideto; Fukui, Hiroshi",HEPATOLOGY RESEARCH,13-Nov,2013,43,11,1241,1250,,10.1111/hepr.12081,21,1.91,0,0,0,0,1,0,3,3,4,2,4,1,0,3,0,1.333333333,2.2
Folded-chain structure of cellulose II suggested by molecular dynamics simulation,"Yamane, Chihiro; Miyamoto, Hitomi; Hayakawa, Daichi; Ueda, Kazuyoshi",CARBOHYDRATE RESEARCH,SEP 20 2013,2013,379,,30,37,,10.1016/j.carres.2013.06.012,21,1.91,0,0,0,0,0,0,2,3,0,2,4,5,5,0,0,0.666666667,1
Delayed fracture healing in tetranectin-deficient mice,"Iba, Kousuke; Abe, Yasuhisa; Chikenji, Takako; Kanaya, Kumiko; Chiba, Hironori; Sasaki, Koichi; Dohke, Takayuki; Wada, Takuro; Yamashita, Toshihiko",JOURNAL OF BONE AND MINERAL METABOLISM,13-Jul,2013,31,4,399,408,,10.1007/s00774-013-0436-y,21,1.91,0,0,0,0,0,1,1,0,4,3,2,5,2,3,0,0.666666667,1.2
EFFECTS OF RESTRAINT STRESS ON GLIAL ACTIVITY IN THE ROSTRAL VENTROMEDIAL MEDULLA,"Imbe, H.; Kimura, A.; Donishi, T.; Kaneoke, Y.",NEUROSCIENCE,JUN 25 2013,2013,241,,10,21,,10.1016/j.neuroscience.2013.03.008,20,1.82,0,0,0,0,0,2,2,2,3,2,3,3,2,1,0,1.333333333,1.8
Paediatric Crohn disease patients with stricturing behaviour exhibit ileal granulocytemacrophage colony-stimulating factor (GM-CSF) autoantibody production and reduced neutrophil bacterial killing and GM-CSF bioactivity,"Jurickova, I.; Collins, M. H.; Chalk, C.; Seese, A.; Bezold, R.; Lake, K.; von Allmen, D.; Frischer, J. S.; Falcone, R. A.; Trapnell, B. C.; Denson, L. A.",CLINICAL AND EXPERIMENTAL IMMUNOLOGY,13-Jun,2013,172,3,455,465,,10.1111/cei.12076,20,1.82,0,0,0,0,1,2,1,2,0,4,5,3,1,1,0,1.333333333,1.2
BOTH LOV1 AND LOV2 DOMAINS OF PHOTOTROPIN2 FUNCTION AS THE PHOTOSENSORY DOMAIN FOR HYPOCOTYL PHOTOTROPIC RESPONSES IN ARABIDOPSIS THALIANA (BRASSICACEAE),"Suetsugu, Noriyuki; Kong, Sam-Geun; Kasahara, Masahiro; Wada, Masamitsu",AMERICAN JOURNAL OF BOTANY,13-Jan,2013,100,1,60,69,,10.3732/ajb.1200308,20,1.82,0,0,0,0,2,3,1,4,1,1,4,2,1,1,0,2,2.2
Comparison of the European and Japanese Guidelines for the Acute Management of Intracerebral Hemorrhage,"Toyoda, Kazunori; Steiner, Thorsten; Epple, Corina; Kern, Rolf; Nagayama, Masao; Shinohara, Yukito; Hennerici, Michael G.",CEREBROVASCULAR DISEASES,2013,2013,35,5,419,429,,10.1159/000351754,20,1.82,0,0,0,0,1,3,3,2,2,3,0,4,0,2,0,2.333333333,2.2
Clinical course and seizure outcome of idiopathic childhood epilepsy: determinants of early and long-term prognosis,"Dragoumi, Pinelopi; Tzetzi, Olga; Vargiami, Efthimia; Pavlou, Evangelos; Krikonis, Konstantinos; Kontopoulos, Eleftherios; Zafeiriou, Dimitrios I.",BMC NEUROLOGY,DEC 18 2013,2013,13,,,,206,10.1186/1471-2377-13-206,19,1.73,0,0,0,0,0,0,0,2,2,4,3,2,5,1,0,0,0.8
Th1-mediated experimental autoimmune encephalomyelitis is CXCR3 independent,"Lalor, Stephen J.; Segal, Benjamin M.",EUROPEAN JOURNAL OF IMMUNOLOGY,13-Nov,2013,43,11,2866,2874,,10.1002/eji.201343499,19,1.73,0,0,0,0,0,4,2,3,3,0,0,2,1,4,0,2,2.4
"Girdin, a regulator of cell motility, is a potential prognostic marker for esophageal squamous cell carcinoma","Shibata, Takahiro; Matsuo, Yoichi; Shamoto, Tomoya; Hirokawa, Takahisa; Tsuboi, Ken; Takahashi, Hiroki; Ishiguro, Hideyuki; Kimura, Masahiro; Takeyama, Hiromitsu; Inagaki, Hiroshi",ONCOLOGY REPORTS,13-Jun,2013,29,6,2127,2132,,10.3892/or.2013.2406,19,1.73,0,0,0,0,0,1,3,3,2,4,0,2,2,2,0,1.333333333,1.8
Optically programmable excitonic traps,"Alloing, Mathieu; Lemaitre, Aristide; Galopin, Elisabeth; Dubin, Francois",SCIENTIFIC REPORTS,APR 2 2013,2013,3,,,,1578,10.1038/srep01578,19,1.73,0,0,0,0,0,3,1,3,7,1,2,0,0,2,0,1.333333333,2.8
Butyric acid retention in gingival tissue induces oxidative stress in jugular blood mitochondria,"Cueno, Marni E.; Imai, Kenichi; Matsukawa, Noriko; Tsukahara, Takamitsu; Kurita-Ochiai, Tomoko; Ochiai, Kuniyasu",CELL STRESS & CHAPERONES,13-Sep,2013,18,5,661,665,,10.1007/s12192-013-0409-z,17,1.55,0,0,0,0,0,2,4,4,3,1,0,2,1,0,0,2,2.6
Viral protein-coating of magnetic nanoparticles using simian virus 40 VP1,"Enomoto, Teruya; Kawano, Masaaki; Fukuda, Hajime; Sawada, Wataru; Inoue, Takamasa; Haw, Kok Chee; Kita, Yoshinori; Sakamoto, Satoshi; Yamaguchi, Yuki; Imai, Takeshi; Hatakeyama, Mamoru; Saito, Shigeyoshi; Sandhu, Adarsh; Matsui, Masanori; Aoki, Ichio; Handa, Hiroshi",JOURNAL OF BIOTECHNOLOGY,AUG 10 2013,2013,167,1,8,15,,10.1016/j.jbiotec.2013.06.005,17,1.55,0,0,0,0,1,1,1,0,1,5,1,5,1,1,0,1,0.8
Myeloperoxidase deficiency induces MIP-2 production via ERK activation in zymosan-stimulated mouse neutrophils,"Tateno, N.; Matsumoto, N.; Motowaki, T.; Suzuki, K.; Aratani, Y.",FREE RADICAL RESEARCH,13-May,2013,47,5,376,385,,10.3109/10715762.2013.778990,17,1.55,0,0,0,0,1,0,1,5,1,2,1,2,2,2,0,0.666666667,1.6
Diclofenac Enhances Proinflammatory Cytokine-Induced Aquaporin-4 Expression in Cultured Astrocyte,"Asai, Hayato; Kakita, Hiroki; Aoyama, Mineyoshi; Nagaya, Yoshiaki; Saitoh, Shinji; Asai, Kiyofumi",CELLULAR AND MOLECULAR NEUROBIOLOGY,13-Apr,2013,33,3,393,400,,10.1007/s10571-013-9905-z,17,1.55,0,0,0,0,2,3,1,2,3,2,0,2,1,1,0,2,2.2
Endothelin regulates neural crest deployment and fate to form great vessels through Dlx5/Dlx6-independent mechanisms,"Kim, Ki-Sung; Arima, Yuichiro; Kitazawa, Taro; Nishiyama, Koichi; Asai, Rieko; Uchijima, Yasunobu; Sato, Takahiro; Levi, Giovanni; Kitanaka, Sachiko; Igarashi, Takashi; Kurihara, Yukiko; Kurihara, Hiroki",MECHANISMS OF DEVELOPMENT,NOV-DEC 2013,2013,130,12-Nov,553,566,,10.1016/j.mod.2013.07.005,16,1.45,0,0,0,0,0,2,1,2,1,2,3,1,1,3,0,1,1.2
A low-frequency GLIS3 variant associated with resistance to Japanese type 1 diabetes,"Awata, Takuya; Yamashita, Hisakuni; Kurihara, Susumu; Morita-Ohkubo, Tomoko; Miyashita, Yumi; Katayama, Shigehiro; Kawasaki, Eiji; Tanaka, Shoichiro; Ikegami, Hiroshi; Maruyama, Taro; Shimada, Akira; Takahashi, Kazuma; Kawabata, Yumiko; Kobayashi, Tetsuro; Nishida, Nao; Mawatari, Yoriko",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,AUG 9 2013,2013,437,4,521,525,,10.1016/j.bbrc.2013.06.102,16,1.45,0,0,0,0,0,1,0,1,4,4,1,1,4,0,0,0.333333333,1.2
Overactive bladder mediated by accelerated Ca2+ influx mode of Na+/Ca2+ exchanger in smooth muscle,"Yamamura, Hisao; Cole, William C.; Kita, Satomi; Hotta, Shingo; Murata, Hidemichi; Suzuki, Yoshiaki; Ohya, Susumu; Iwamoto, Takahiro; Imaizumi, Yuji",AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,13-Aug,2013,305,3,C299,C308,,10.1152/ajpcell.00065.2013,16,1.45,0,0,0,0,1,1,1,5,0,4,0,1,2,1,0,1,1.6
Dual blockade of angiotensin-II and aldosterone suppresses the progression of a non-diabetic rat model of steatohepatitis,"Noguchi, Ryuichi; Yoshiji, Hitoshi; Ikenaka, Yasuhide; Kaji, Kosuke; Aihara, Yosuke; Shirai, Yusaku; Namisaki, Tadashi; Kitade, Mitsuteru; Douhara, Akitoshi; Moriya, Kei; Fukui, Hiroshi",HEPATOLOGY RESEARCH,13-Jul,2013,43,7,765,774,,10.1111/hepr.12008,16,1.45,0,0,0,0,0,1,1,1,4,0,3,3,1,2,0,0.666666667,1.4
beta-Catenin Functions Pleiotropically in Differentiation and Tumorigenesis in Mouse Embryo-Derived Stem Cells,"Okumura, Noriko; Akutsu, Hidenori; Sugawara, Tohru; Miura, Takumi; Takezawa, Youki; Hosoda, Akihiro; Yoshida, Keiichi; Ichida, Justin K.; Yamada, Mitsutoshi; Hamatani, Toshio; Kuji, Naoaki; Miyado, Kenji; Yoshimura, Yasunori; Umezawa, Akihiro",PLOS ONE,MAY 14 2013,2013,8,5,,,e63265,10.1371/journal.pone.0063265,16,1.45,0,0,0,0,0,3,4,2,2,0,2,3,0,0,0,2.333333333,2.2
Risk Factors for Intravesical Recurrence in Patients with High-grade T1 Bladder Cancer in the Second TUR Era,"Takaoka, Ei-ichiro; Matsui, Yoshiyuki; Inoue, Takamitsu; Miyazaki, Jun; Nakashima, Masakazu; Kimura, Tomokazu; Oikawa, Takehiro; Kawai, Koji; Yoshimura, Koji; Habuchi, Tomonori; Ogawa, Osamu; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,13-Apr,2013,43,4,404,409,,10.1093/jjco/hyt016,16,1.45,0,0,0,0,1,1,2,4,2,5,0,0,1,0,0,1.333333333,2
"Homologous Pairing Activities of Two Rice RAD51 Proteins, RAD51A1 and RAD51A2","Morozumi, Yuichi; Ino, Ryohei; Ikawa, Shukuko; Mimida, Naozumi; Shimizu, Takeshi; Toki, Seiichi; Ichikawa, Hiroaki; Shibata, Takehiko; Kurumizaka, Hitoshi",PLOS ONE,OCT 4 2013,2013,8,10,,,e75451,10.1371/journal.pone.0075451,15,1.36,0,0,0,0,0,2,1,2,3,0,3,3,1,0,0,1,1.6
Outcomes and Morphologic Changes After Endovascular Repair for Abdominal Aortic Aneurysms With a Severely Angulated Neck - A Device-Specific Analysis,"Hoshina, Katsuyuki; Akai, Takafumi; Takayama, Toshio; Kato, Masaaki; Nakazawa, Tatsu; Okamoto, Hiroyuki; Shigematsu, Kunihiro; Miyata, Tetsuro",CIRCULATION JOURNAL,13-Aug,2013,77,8,1996,2002,,10.1253/circj.CJ-13-0204,15,1.36,0,0,0,0,0,2,6,2,2,2,0,0,0,1,0,2.666666667,2.4
The ARNT-STAT3 axis regulates the differentiation of intestinal intraepithelial TCR alpha beta(+) CD8 alpha alpha(+) cells,"Nakajima, Kohei; Maekawa, Yoichi; Kataoka, Keiko; Ishifune, Chieko; Nishida, Jun; Arimochi, Hideki; Kitamura, Akiko; Yoshimoto, Takayuki; Tomita, Shuhei; Nagahiro, Shinji; Yasutomo, Koji",NATURE COMMUNICATIONS,13-Jul,2013,4,,,,2112,10.1038/ncomms3112,15,1.36,0,0,0,0,0,2,2,3,1,1,2,0,0,3,1,1.333333333,1.6
Probiotics promote rapid-turnover protein production by restoring gut flora in patients with alcoholic liver cirrhosis,"Koga, Hironori; Tamiya, Yoshitaka; Mitsuyama, Keiichi; Ishibashi, Masahiko; Matsumoto, Satoshi; Imaoka, Akemi; Hara, Taeko; Nakano, Masatoshi; Ooeda, Kazutoshi; Umezaki, Yoshinori; Sata, Michio",HEPATOLOGY INTERNATIONAL,13-Jun,2013,7,2,767,774,,10.1007/s12072-012-9408-x,15,1.36,0,0,0,0,0,0,0,1,1,2,2,2,6,1,0,0,0.4
Neuronal cell-type specific DNA methylation patterns of the Cacna1c gene,"Nishioka, Masaki; Shimada, Takafumi; Bundo, Miki; Ukai, Wataru; Hashimoto, Eri; Saito, Toshikazu; Kano, Yukiko; Sasaki, Tsukasa; Kasai, Kiyoto; Kato, Tadafumi; Iwamoto, Kazuya",INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,13-Apr,2013,31,2,89,95,,10.1016/j.ijdevneu.2012.11.007,15,1.36,0,0,0,0,1,7,2,2,1,0,1,1,0,0,0,3.333333333,2.6
Y Chromosome Haplogroup D2*Lineage Is Associated with Azoospermia in Japanese Males,"Sato, Youichi; Shinka, Toshikatsu; Iwamoto, Teruaki; Yamauchi, Aiko; Nakahori, Yutaka",BIOLOGY OF REPRODUCTION,13-Apr,2013,88,4,,,107,10.1095/biolreprod.112.105718,15,1.36,0,0,0,0,0,2,2,3,3,2,0,1,1,1,0,1.333333333,2
