Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,doi,Conference Title,Conference Date,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave3,ave5
Convergent synthesis of fluorescence-labeled probes of Annonaceous acetogenins and visualization of their cell distribution,"Kojima, Naoto; Morioka, Takekuni; Urabe, Daisuke; Yano, Masahiro; Suga, Yuki; Maezaki, Naoyoshi; Ohashi-Kobayashi, Ayako; Fujimoto, Yasuyuki; Maeda, Masatomo; Yamori, Takao; Yoshimitsu, Takehiko; Tanaka, Tetsuaki",BIOORGANIC & MEDICINAL CHEMISTRY,DEC 15 2010,2010,18,24,8630,8641,,10.1016/j.bmc.2010.10.004,,,11,0.79,0,0,2,1,3,2,2,0,0,0,0,0,0,1,0,1,1.6
"Establishment of a strain inheriting a sex-linked SNP marker in Patagonian pejerrey (Odontesthes hatcheri), a species with both genotypic and temperature-dependent sex determination","Hattori, R. S.; Oura, M.; Sakamoto, T.; Yokota, M.; Watanabe, S.; Strussmann, C. A.",ANIMAL GENETICS,FEB 2010,2010,41,1,81,84,,10.1111/j.1365-2052.2009.01948.x,,,11,0.79,0,1,1,1,1,0,0,1,1,2,2,0,1,0,0,1,0.8
Similar numbers of neurons are generated in the male and female rat preoptic area in utero,"Orikasa, Chitose; Kondo, Yasuhiko; Usui, Sumiko; Sakuma, Yasuo",NEUROSCIENCE RESEARCH,SEP 2010,2010,68,1,9,14,,10.1016/j.neures.2010.05.008,,,10,0.71,0,0,0,1,2,1,2,0,0,1,2,0,0,1,0,0.333333333,0.8
"Leptin to high-molecular-weight adiponectin ratio is independently correlated with carotid intima-media thickness in men, but not in women","Takamura, Noboru; Hayashida, Naomi; Hagane, Kyoko; Kadota, Koichiro; Yamasaki, Hironori; Abiru, Norio; Ozono, Yoshiyuki; Kamihira, Shimeru; Aoyagi, Kiyoshi; Ishibashi, Kiyomi; Nakazato, Mio; Maeda, Takahiro",BIOMARKERS,JUN 2010,2010,15,4,340,344,,10.3109/13547501003735532,,,9,0.64,0,0,2,3,0,1,1,1,0,0,0,0,1,0,0,1.666666667,1.2
"Gender difference in bone metastasis of human small cell lung cancer, SBC-5 cells in natural killer-cell depleted severe combined immunodeficient mice","Sakaguchi, Satoshi; Goto, Hisatsugu; Hanibuchi, Masaki; Otsuka, Shinsaku; Ogino, Hirokazu; Kakiuchi, Soji; Uehara, Hisanori; Yano, Seiji; Nishioka, Yasuhiko; Sone, Saburo",CLINICAL & EXPERIMENTAL METASTASIS,MAY 2010,2010,27,5,351,359,,10.1007/s10585-010-9333-0,,,9,0.64,0,1,0,0,1,0,1,0,1,1,0,1,3,0,0,0.333333333,0.4
Estrogen Receptor alpha Gene Promoter 0/B Usage in the Rat Sexually Dimorphic Nucleus of the Preoptic Area,"Hamada, Tomohiro; Sakuma, Yasuo",ENDOCRINOLOGY,APR 2010,2010,151,4,1923,1928,,10.1210/en.2009-1022,,,9,0.64,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0.333333333,1
Role of Phosphatidylinositol 3-Kinase in Friend Spleen Focus-Forming Virus-Induced Erythroid Disease,"Umehara, Daigo; Watanabe, Shinya; Ochi, Haruyo; Anai, Yukari; Ahmed, Nursarat; Kannagi, Mari; Hanson, Charlotte; Ruscetti, Sandra; Nishigaki, Kazuo",JOURNAL OF VIROLOGY,AUG 2010,2010,84,15,7675,7682,,10.1128/JVI.00488-10,,,8,0.57,0,2,0,2,2,0,0,0,1,0,1,0,0,0,0,1.333333333,1.2
MULTILOCUS PATTERNS OF NUCLEOTIDE POLYMORPHISM AND DEMOGRAPHIC CHANGE IN TAXODIUM DISTICHUM (CUPRESSACEAE) IN THE LOWER MISSISSIPPI RIVER ALLUVIAL VALLEY,"Kusumi, Junko; Li Zidong; Kado, Tomoyuki; Tsumura, Yoshihiko; Middleton, Beth A.; Tachida, Hidenori",AMERICAN JOURNAL OF BOTANY,NOV 2010,2010,97,11,1848,1857,,10.3732/ajb.1000082,,,7,0.5,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0.6
Inflammatory myopathy with severe tongue atrophy in Pembroke Welsh Corgi dogs,"Toyoda, Kaoru; Uchida, Kazuyuki; Matsuki, Naoaki; Sakai, Hideo; Kitagawa, Masato; Saito, Miyoko; Sasaki, Jun; Nakayama, Hiroyuki",JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,NOV 2010,2010,22,6,876,885,,10.1177/104063871002200605,,,7,0.5,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0.2
Effects of juvenile hormone III on morphogenetic changes during a molt from each nymphal instar in the termite Reticulitermes speratus (Isoptera: Rhinotermitidae),"Watanabe, Dai; Shirasaki, Ikkei; Maekawa, Kiyoto",APPLIED ENTOMOLOGY AND ZOOLOGY,AUG 2010,2010,45,3,377,386,,10.1303/aez.2010.377,,,7,0.5,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0.666666667,0.8
Muscarinic Receptor Subtypes Mediating Ca2+ Sensitization of Intestinal Smooth Muscle Contraction: Studies with Receptor Knockout Mice,"Suguro, Mayuko; Matsuyama, Hayato; Tanahashi, Yasuyuki; Unno, Toshihiro; Kitazawa, Takio; Yamada, Masahisa; Komori, Seiichi",JOURNAL OF VETERINARY MEDICAL SCIENCE,APR 2010,2010,72,4,443,451,,10.1292/jvms.09-0458,,,7,0.5,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0.666666667,0.6
"Comparative Study of Cerebellar Degeneration in Canine Neuroaxonal Dystrophy, Cerebellar Cortical Abiotrophy, and Neuronal Ceroid-Lipofuscinosis","Nibe, Kazumi; Nakayama, Hiroyuki; Uchida, Kazuyuki",JOURNAL OF VETERINARY MEDICAL SCIENCE,NOV 2010,2010,72,11,1495,1499,,10.1292/jvms.10-0072,,,4,0.29,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.333333333,0.4
Ouabain exacerbates botulinum neurotoxin-induced muscle paralysis via progression of muscle atrophy in mice,"Fujikawa, Ryu; Muroi, Yoshikage; Unno, Toshihiro; Ishir, Toshiaki",JOURNAL OF TOXICOLOGICAL SCIENCES,DEC 2010,2010,35,6,795,805,,10.2131/jts.35.795,,,3,0.21,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Synthesis of lupinacidins A and B via sequential cycloaddition-double elimination,"Sugimoto, Kohei; Enomoto, Masaru; Kuwahara, Shigefumi",TETRAHEDRON LETTERS,AUG 25 2010,2010,51,34,4570,4572,,10.1016/j.tetlet.2010.06.121,,,3,0.21,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.333333333,0.2
Fibrinoid Leukodystrophy (Alexander's Disease-Like Disorder) in a Young Adult French Bulldog,"Ito, Tsuyoshi; Uchida, Kazuyuki; Nakamura, Masatoshi; Nakashma, Ko; Suzuki, Kazuhiko; Nakayama, Hiroyuki",JOURNAL OF VETERINARY MEDICAL SCIENCE,OCT 2010,2010,72,10,1387,1390,,10.1292/jvms.10-0085,,,2,0.14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Downregulation of msh-like 2 (msx2) and neurotrophic tyrosine kinase receptor type 2 (ntrk2) in the developmental gut of KIT mutant mice,"Horiguchi, Satomi; Horiguchi, Kazuhide; Nojyo, Yoshiaki; Iino, Satoshi",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,JUN 4 2010,2010,396,3,774,779,,10.1016/j.bbrc.2010.05.030,,,2,0.14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ultrafast Manipulation of Self-Assembled Form Birefringence in Glass,"Shimotsuma, Yasuhiko; Sakakura, Masaaki; Kazansky, Peter G.; Beresna, Martynas; Qiu, Jiarong; Miura, Kiyotaka; Hirao, Kazuyuki",ADVANCED MATERIALS,NOV 22 2010,2010,22,36,4039,4043,,10.1002/adma.201000921,,,159,11.36,0,1,9,12,16,20,12,20,12,4,8,11,15,18,1,7.333333333,11.6
Identification of 45 New Neutron-Rich Isotopes Produced by In-Flight Fission of a U-238 Beam at 345 MeV/nucleon,"Ohnishi, Tetsuya; Kubo, Toshiyuki; Kusaka, Kensuke; Yoshida, Atsushi; Yoshida, Koichi; Ohtake, Masao; Fukuda, Naoki; Takeda, Hiroyuki; Kameda, Daisuke; Tanaka, Kanenobu; Inabe, Naohito; Yanagisawa, Yoshiyuki; Gono, Yasuyuki; Watanabe, Hiroshi; Otsu, Hideaki; Baba, Hidetada; Ichihara, Takashi; Yamaguchi, Yoshitaka; Takechi, Maya; Nishimura, Shunji; Ueno, Hideki; Yoshimi, Akihiro; Sakurai, Hiroyoshi; Motobayashi, Tohru; Nakao, Taro; Mizoi, Yutaka; Matsushita, Masafumi; Ieki, Kazuo; Kobayashi, Nobuyuki; Tanaka, Kana; Kawada, Yosuke; Tanaka, Naoki; Deguchi, Shigeki; Satou, Yoshiteru; Kondo, Yosuke; Nakamura, Takashi; Yoshinaga, Kenta; Ishii, Chihiro; Yoshii, Hideakira; Miyashita, Yuki; Uematsu, Nobuya; Shiraki, Yasutsugu; Sumikama, Toshiyuki; Chiba, Junsei; Ideguchi, Eiji; Saito, Akito; Yamaguchi, Takayuki; Hachiuma, Isao; Suzuki, Takeshi; Moriguchi, Tetsuaki; Ozawa, Akira; Ohtsubo, Takashi; Famiano, Michael A.; Geissel, Hans; Nettleton, Anthony S.; Tarasov, Oleg B.; Bazin, Daniel P.; Sherrill, Bradley M.; Manikonda, Shashikant L.; Nolen, Jerry A.",JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,JUL 2010,2010,79,7,,,73201,10.1143/JPSJ.79.073201,,,147,10.5,0,1,16,19,20,14,11,11,12,7,10,10,10,6,0,12,14
Mechanism of heat-modification inside a glass after irradiation with high-repetition rate femtosecond laser pulses,"Shimizu, Masahiro; Sakakura, Masaaki; Ohnishi, Masatoshi; Shimotsuma, Yasuhiko; Nakaya, Takayuki; Miura, Kiyotaka; Hirao, Kazuyuki",JOURNAL OF APPLIED PHYSICS,OCT 1 2010,2010,108,7,,,73533,10.1063/1.3483238,,,82,5.86,0,0,8,12,13,7,8,5,3,5,2,6,9,4,0,6.666666667,8
Emission mechanism of radiophotoluminescence in Ag-doped phosphate glass,"Miyamoto, Y.; Yamamoto, T.; Kinoshita, K.; Koyama, S.; Takei, Y.; Nanto, H.; Shimotsuma, Y.; Sakakura, M.; Miura, K.; Hirao, K.",RADIATION MEASUREMENTS,MAR-JUL 2010,2010,45,3-6,546,549,,10.1016/j.radmeas.2010.01.012,7th European Conference on Luminescent Detectors and Transformers of Ionizing Radiation,"JUL 12-17, 2009",76,5.43,0,0,6,0,3,5,1,5,5,3,12,11,8,14,3,2,2.8
Reactive Oxygen Generated by NADPH Oxidase 1 (Nox1) Contributes to Cell Invasion by Regulating Matrix Metalloprotease-9 Production and Cell Migration,"Shinohara, Masahiro; Adachi, Yoshifumi; Mitsushita, Junji; Kuwabara, Mitsuhiro; Nagasawa, Atsushi; Harada, Saori; Furuta, Shuichi; Zhang, Yugen; Seheli, Kajla; Miyazaki, Hitoshi; Kamata, Tohru",JOURNAL OF BIOLOGICAL CHEMISTRY,FEB 12 2010,2010,285,7,4481,4488,,10.1074/jbc.M109.071779,,,67,4.79,0,3,4,7,9,7,5,8,6,5,1,5,3,4,0,4.666666667,6
Low-lying intruder state of the unbound nucleus Be-13,"Kondo, Y.; Nakamura, T.; Satou, Y.; Matsumoto, T.; Aoi, N.; Endo, N.; Fukuda, N.; Gomi, T.; Hashimoto, Y.; Ishihara, M.; Kawai, S.; Kitayama, M.; Kobayashi, T.; Matsuda, Y.; Matsui, N.; Motobayashi, T.; Nakabayashi, T.; Okumura, T.; Ong, H. J.; Onishi, T. K.; Ogata, K.; Otsu, H.; Sakurai, H.; Shimoura, S.; Shinohara, M.; Sugimoto, T.; Takeuchi, S.; Tamaki, M.; Togano, Y.; Yanagisawa, Y.",PHYSICS LETTERS B,JUN 21 2010,2010,690,3,245,249,,10.1016/j.physletb.2010.05.031,,,63,4.5,0,1,4,10,11,4,8,3,7,6,3,1,5,0,0,5,6
Fabrication of three-dimensional 1 x 4 splitter waveguides inside a glass substrate with spatially phase modulated laser beam,"Sakakura, Masaaki; Sawano, Tsutomu; Shimotsuma, Yasuhiko; Miura, Kiyotaka; Hirao, Kazuyuki",OPTICS EXPRESS,JUN 7 2010,2010,18,12,12136,12143,,10.1364/OE.18.012136,,,62,4.43,0,1,7,9,8,6,3,5,2,5,3,4,8,1,0,5.666666667,6.2
La-doped EuO: A rare earth ferromagnetic semiconductor with the highest Curie temperature,"Miyazaki, H.; Im, H. J.; Terashima, K.; Yagi, S.; Kato, M.; Soda, K.; Ito, T.; Kimura, S.",APPLIED PHYSICS LETTERS,JUN 7 2010,2010,96,23,,,232503,10.1063/1.3416911,,,47,3.36,0,0,10,8,7,3,4,3,1,2,2,3,1,3,0,6,5.6
Simulations of wintertime precipitation in the vicinity of Japan: Sensitivity to fine-scale distributions of sea surface temperature,"Iizuka, Satoshi",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,MAY 22 2010,2010,115,,,,JD012576,10.1029/2009JD012576,,,34,2.43,0,0,2,1,5,4,4,2,4,2,5,2,2,1,0,1,2.4
Fluorescence Decay Dynamics of Flavin Adenine Dinucleotide in a Mixture of Alcohol and Water in the Femtosecond and Nanosecond Time Range,"Nakabayashi, Takakazu; Islam, Md. Serajul; Ohta, Nobuhiro",JOURNAL OF PHYSICAL CHEMISTRY B,NOV 25 2010,2010,114,46,15254,15260,,10.1021/jp1063066,,,33,2.36,0,0,1,4,4,4,1,1,2,5,2,2,3,3,1,1.666666667,2.6
Space-selective phase separation inside a glass by controlling compositional distribution with femtosecond-laser irradiation,"Shimizu, Masahiro; Miura, Kiyotaka; Sakakura, Masaaki; Nishi, Masayuki; Shimotsuma, Yasuhiko; Kanehira, Shingo; Nakaya, Takayuki; Hirao, Kazuyuki",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,SEP 2010,2010,100,4,1001,1005,,10.1007/s00339-010-5879-6,,,29,2.07,0,0,1,2,2,1,3,4,2,3,3,2,3,3,0,1,1.2
Emission and excitation mechanism of radiophotoluminescence in Ag+-activated phosphate glass,"Miyamoto, Y.; Kinoshita, K.; Koyama, S.; Takei, Y.; Nanto, H.; Yamamoto, T.; Sakakura, M.; Shimotsuma, Y.; Miura, K.; Hirao, K.",NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,JUL 1 2010,2010,619,1-3,71,74,,10.1016/j.nima.2010.02.076,11th International Symposium on Radiation Physics,"SEP 20-25, 2009",26,1.86,0,0,2,0,1,1,1,2,3,0,3,5,2,4,2,0.666666667,0.8
Strong electron correlations in FeSb2: An optical investigation and comparison with RuSb2,"Herzog, A.; Marutzky, M.; Sichelschmidt, J.; Steglich, F.; Kimura, S.; Johnsen, S.; Iversen, B. B.",PHYSICAL REVIEW B,DEC 14 2010,2010,82,24,,,245205,10.1103/PhysRevB.82.245205,,,25,1.79,0,0,2,5,7,1,0,0,1,2,2,1,4,0,0,2.333333333,3
"Exploring the island of inversion by in-beam gamma-ray spectroscopy of the neutron-rich sodium isotopes Na-31,Na-32,Na-33","Doornenbal, P.; Scheit, H.; Kobayashi, N.; Aoi, N.; Takeuchi, S.; Li, K.; Takeshita, E.; Togano, Y.; Wang, H.; Deguchi, S.; Kawada, Y.; Kondo, Y.; Motobayashi, T.; Nakamura, T.; Satou, Y.; Tanaka, K. N.; Sakurai, H.",PHYSICAL REVIEW C,APR 2010,2010,81,4,,,41305,10.1103/PhysRevC.81.041305,,,25,1.79,0,0,7,1,3,3,1,2,1,3,0,1,1,2,0,2.666666667,2.8
"Ultradian components in the locomotor activity rhythms of the genetically normal mouse, Mus musculus","Dowse, Harold; Umemori, Juzoh; Koide, Tsuyoshi",JOURNAL OF EXPERIMENTAL BIOLOGY,MAY 15 2010,2010,213,10,1788,1795,,10.1242/jeb.038877,,,24,1.71,0,0,0,2,1,4,2,5,3,1,0,2,1,3,0,0.666666667,1.4
Genetic Mapping of Social Interaction Behavior in B6/MSM Consomic Mouse Strains,"Takahashi, Aki; Tomihara, Kazuya; Shiroishi, Toshihiko; Koide, Tsuyoshi",BEHAVIOR GENETICS,MAY 2010,2010,40,3,366,376,,10.1007/s10519-009-9312-x,,,24,1.71,0,2,1,2,1,4,3,1,3,2,1,1,1,2,0,1.666666667,2
Effect of nickel diffusion on the microstructure of Gd-doped ceria (GDC) electrolyte film supported by Ni-GDC cermet anode,"Ye, Fei; Mori, Toshiyuki; Ou, Ding Rong; Zou, Jin; Drennan, John; Nakayama, Satoshi; Miyayama, Masaru",SOLID STATE IONICS,MAY 21 2010,2010,181,13-14,646,652,,10.1016/j.ssi.2010.03.012,,,23,1.64,0,0,6,1,1,4,1,0,0,4,3,0,2,1,0,2.333333333,2.4
STATE-DEPENDENT M/M/c/c plus r RETRIAL QUEUES WITH BERNOULLI ABANDONMENT,"Phung-Duc, Tuan; Masuyama, Hiroyuki; Kasahara, Shoji; Takahashi, Yutaka",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,AUG 2010,2010,6,3,517,540,,10.3934/jimo.2010.6.517,4th International Conference on Queueing Theory and Network Applications,"JUL 29-AUG 01, 2009",20,1.43,0,0,2,1,2,5,3,3,1,0,0,1,2,0,0,1,2
Search for H-7 in H-2+ He-8 collisions,"Nikolskii, E. Yu.; Korsheninnikov, A. A.; Otsu, H.; Suzuki, H.; Yoneda, K.; Baba, H.; Yamada, K.; Kondo, Y.; Aoi, N.; Denikin, A. S.; Golovkov, M. S.; Fomichev, A. S.; Krupko, S. A.; Kurokawa, M.; Kuzmin, E. A.; Martel, I.; Mittig, W.; Motobayashi, T.; Nakamura, T.; Niikura, M.; Nishimura, S.; Ogloblin, A. A.; Roussel-Chomaz, P.; Sanchez-Benitez, A.; Satou, Y.; Sidorchuk, S. I.; Suda, T.; Takeuchi, S.; Tanaka, K.; Ter-Akopian, G. M.; Togano, Y.; Yamaguchi, M.",PHYSICAL REVIEW C,JUN 16 2010,2010,81,6,,,64606,10.1103/PhysRevC.81.064606,,,20,1.43,0,0,2,3,2,1,0,1,2,2,0,2,3,2,0,1.666666667,1.6
QTL analysis of measures of mouse home-cage activity using B6/MSM consomic strains,"Nishi, Akinori; Ishii, Ayako; Takahashi, Aki; Shiroishi, Toshihiko; Koide, Tsuyoshi",MAMMALIAN GENOME,SEP-OCT 2010,2010,21,9-10,477,485,,10.1007/s00335-010-9289-z,,,19,1.36,0,0,4,4,2,3,0,1,1,0,1,0,1,2,0,2.666666667,2.6
Macroscopic physical properties and spin dynamics in the layered superconductor Fe1+delta Te1-xSex,"Michioka, Chishiro; Ohta, Hiroto; Matsui, Mami; Yang, Jinhu; Yoshimura, Kazuyoshi; Fang, Minghu",PHYSICAL REVIEW B,AUG 10 2010,2010,82,6,,,64506,10.1103/PhysRevB.82.064506,,,18,1.29,0,3,5,4,1,1,3,0,0,0,0,0,1,0,0,4,2.8
Charge Transfer and Molecular Orientation of Tetrafluoro-tetracyanoquinodimethane on a Hydrogen-Terminated Si(111) Surface Prepared by a Wet Chemical Method,"Furuhashi, Masayuki; Yoshinobu, Jun",JOURNAL OF PHYSICAL CHEMISTRY LETTERS,MAY 20 2010,2010,1,10,1655,1659,,10.1021/jz100463q,,,18,1.29,0,0,5,0,2,2,2,1,1,0,4,1,0,0,0,1.666666667,1.8
Dynamic Hello/Timeout timer adjustment in routing protocols for reducing overhead in MANETs,"Hernandez-Cons, Nelson; Kasahara, Shoji; Takahashi, Yutaka",COMPUTER COMMUNICATIONS,SEP 15 2010,2010,33,15,1864,1878,,10.1016/j.comcom.2010.06.011,,,13,0.93,0,0,0,0,1,1,2,0,1,0,2,2,0,4,0,0,0.4
Preconditioning of the wintertime mixed layer at the Kuroshio Extension Observatory,"Tomita, Hiroyuki; Kako, Shin'ichiro; Cronin, Meghan F.; Kubota, Masahisa",JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,DEC 21 2010,2010,115,,,,C12053,10.1029/2010JC006373,,,12,0.86,0,0,0,1,2,1,3,2,0,1,1,0,1,0,0,0.333333333,0.8
Temperature- and Magnetic-Field-Dependent Optical Properties of Heavy Quasiparticles in YbIr2Si2,"Iizuka, Takuya; Kimura, Shin-ichi; Herzog, Alexander; Sichelschmidt, Joerg; Krellner, Cornelius; Geibel, Christoph; Steglich, Frank",JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,DEC 2010,2010,79,12,,,123703,10.1143/JPSJ.79.123703,,,12,0.86,0,0,3,2,2,0,1,3,0,0,0,0,1,0,0,1.666666667,1.4
"Microstructures and mechanical properties of Ce1-xCaxO2-y (x=0.05, 0.1, 0.2) with different sintering temperatures","Yan, M.; Mori, T.; Zou, J.; Huang, H.; Drennan, J.",JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,FEB 2010,2010,30,3,669,675,,10.1016/j.jeurceramsoc.2009.09.005,,,10,0.71,0,0,1,1,0,2,0,2,1,0,0,1,2,0,0,0.666666667,0.8
ENSO-induced tropical convection variability over the Indian and western Pacific oceans during the northern winter as revealed by a self-organizing map,"Sakai, Kumi; Kawamura, Ryuichi; Iseri, Yoshihiko",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,OCT 15 2010,2010,115,,,,D19125,10.1029/2010JD014415,,,8,0.57,0,0,2,0,0,1,1,0,0,1,1,0,1,1,0,0.666666667,0.6
Light-Tailed Asymptotics of Stationary Tail Probability Vectors of Markov Chains of M/G/1 Type,"Kimura, Tatsuaki; Daikoku, Kentaro; Masuyama, Hiroyuki; Takahashi, Yutaka",STOCHASTIC MODELS,2010,2010,26,4,505,548,PII 929113651,10.1080/15326349.2010.519661,,,7,0.5,0,0,1,0,2,0,1,1,1,0,0,0,0,1,0,0.333333333,0.6
Photo-initiation of ZnO nanorod formation by femtosecond laser irradiation,"Wu, Nan; Shimotsuma, Yasuhiko; Nishi, Masayuki; Sakakura, Masaaki; Miura, Kiyotaka; Hirao, Kazuyuki",JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,FEB 2010,2010,118,1374,147,151,,10.2109/jcersj2.118.147,,,6,0.43,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1.333333333,0.8
Microstructural and chemical aspects of working-temperature aged Ca-doped CeO2,"Yan, M.; Mori, T.; Zou, J.; Auchterlonie, G. J.; Drennan, J.",JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,SEP 2010,2010,30,12,2505,2513,,10.1016/j.jeurceramsoc.2010.04.036,,,5,0.36,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.333333333,0.2
Selective growth of gold nanoparticles on FIB-induced amorphous phase of Si substrate,"Matsuoka, Tomoyo; Nishi, Masayuki; Shimotsuma, Yasuhiko; Miura, Kiyotaka; Hirao, Kazuyuki",JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,JUL 2010,2010,118,1379,575,578,,10.2109/jcersj2.118.575,,,3,0.21,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.4
Micro-hole processing of polyimide film by ultra-short laser pulses and its applications,"Ohnishi, Masatoshi; Shikata, Hirokazu; Sakakura, Masaaki; Shimotsuma, Yasuhiko; Miura, Kiyotaka; Hirao, Kazuyuki",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,JAN 2010,2010,98,1,123,127,,10.1007/s00339-009-5450-5,,,2,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Phase control of iron silicides using femtosecond laser irradiation,"Kanehira, Shingo; Sakakura, Masaaki; Shimotsuma, Yasuhiko; Eida, Masaaki; Miura, Kiyotaka; Hirao, Kazuyuki",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,OCT 2010,2010,101,1,81,85,,10.1007/s00339-010-5763-4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Induction of Liver Steatosis and Lipid Droplet Formation in ATF6 alpha-Knockout Mice Burdened with Pharmacological Endoplasmic Reticulum Stress,"Yamamoto, Keisuke; Takahara, Kazuna; Oyadomari, Seiichi; Okada, Tetsuya; Sato, Takashi; Harada, Akihiro; Mori, Kazutoshi",MOLECULAR BIOLOGY OF THE CELL,SEP 1 2010,2010,21,17,2975,2986,,10.1091/mbc.E09-02-0133,,,210,15,0,1,8,19,14,21,17,19,13,29,20,18,18,12,1,9.333333333,12.6
Generation of Canine-Induced Pluripotent Stem Cells by Retroviral Transduction and Chemical Inhibitors,"Shimada, Hidenori; Nakada, Akira; Hashimoto, Yoshiya; Shigeno, Keiji; Shionoya, Yoshiki; Nakamura, Tatsuo",MOLECULAR REPRODUCTION AND DEVELOPMENT,JAN 2010,2010,77,1,2,2,,10.1002/mrd.21117,,,112,8,0,8,17,10,9,8,13,7,5,10,6,6,9,4,0,11.66666667,10.4
Selective hydrogenation of chloronitrobenzene to chloroaniline in supercritical carbon dioxide over Ni/TiO2: Significance of molecular interactions,"Meng, Xiangchun; Cheng, Haiyang; Fujita, Shin-ichiro; Hao, Yufen; Shang, Yanjiao; Yu, Yancun; Cai, Shuxia; Zhao, Fengyu; Arai, Masahiko",JOURNAL OF CATALYSIS,JAN 1 2010,2010,269,1,131,139,,10.1016/j.jcat.2009.10.024,,,93,6.64,0,1,11,13,13,14,7,6,7,8,5,3,2,2,1,8.333333333,10.4
"A tissue-engineered trachea derived from a framed collagen scaffold, gingival fibroblasts and adipose-derived stem cells","Kobayashi, Ken; Suzuki, Teruhisa; Nomoto, Yukio; Tada, Yasuhiro; Miyake, Masao; Hazama, Akihiro; Wada, Ikuo; Nakamura, Tatsuo; Omori, Koichi",BIOMATERIALS,JUN 2010,2010,31,18,4855,4863,,10.1016/j.biomaterials.2010.02.027,,,85,6.07,0,1,4,8,5,15,7,12,4,7,7,6,4,4,1,4.333333333,6.6
Physically and chemically mixed TiO2-supported Pd and Au catalysts: unexpected synergistic effects on selective hydrogenation of citral in supercritical CO2,"Liu, Ruixia; Yu, Yancun; Yoshida, Kazuki; Li, Guiming; Jiang, Haoxi; Zhang, Minhua; Zhao, Fengyu; Fujita, Shin-ichiro; Arai, Masahiko",JOURNAL OF CATALYSIS,JAN 1 2010,2010,269,1,191,200,,10.1016/j.jcat.2009.11.007,,,64,4.57,0,3,5,9,11,8,10,2,1,3,1,2,2,5,2,5.666666667,7.2
Blending of animal colour patterns by hybridization,"Miyazawa, Seita; Okamoto, Michitoshi; Kondo, Shigeru",NATURE COMMUNICATIONS,SEP 2010,2010,1,,,,66,10.1038/ncomms1071,,,55,3.93,0,0,3,9,2,5,5,4,2,5,4,5,6,4,1,4,3.8
Serum Cytokine and Periodontal Profiles in Relation to Disease Activity of Rheumatoid Arthritis in Japanese Adults,"Kobayashi, Tetsuo; Murasawa, Akira; Komatsu, Yasutaka; Yokoyama, Tomoko; Ishida, Kohei; Abe, Asami; Yamamoto, Kouji; Yoshie, Hiromasa",JOURNAL OF PERIODONTOLOGY,MAY 2010,2010,81,5,650,657,,10.1902/jop.2010.090688,,,48,3.43,0,0,1,3,7,6,3,4,4,1,5,3,6,4,1,1.333333333,3.4
Treatment of acute vocal fold scar with local injection of basic fibroblast growth factor: a canine study,"Suehiro, Atsushi; Hirano, Shigeru; Kishimoto, Yo; Rousseau, Bernard; Nakamura, Tatsuo; Ito, Juichi",ACTA OTO-LARYNGOLOGICA,JUL 2010,2010,130,7,844,850,,10.3109/00016480903426618,,,46,3.29,0,3,1,2,7,1,4,7,7,3,2,4,1,4,0,2,2.8
